filename,noisetype,snr
p264_156.wav,living,12.5
p266_286.wav,bus,12.5
p292_287.wav,living,17.5
p310_372.wav,psquare,12.5
p265_345.wav,cafe,12.5
p293_094.wav,office,7.5
p351_396.wav,psquare,7.5
p326_358.wav,bus,12.5
p281_436.wav,living,12.5
p299_222.wav,living,12.5
p305_237.wav,living,17.5
p284_201.wav,psquare,12.5
p304_024.wav,living,17.5
p271_013.wav,bus,7.5
p285_012.wav,cafe,2.5
p298_031.wav,bus,17.5
p323_209.wav,psquare,7.5
p275_351.wav,office,2.5
p281_350.wav,office,7.5
p283_080.wav,cafe,17.5
p301_175.wav,living,2.5
p310_414.wav,bus,17.5
p237_276.wav,office,2.5
p343_052.wav,bus,17.5
p341_382.wav,cafe,12.5
p295_006.wav,psquare,7.5
p314_030.wav,bus,12.5
p260_214.wav,bus,2.5
p308_200.wav,psquare,12.5
p334_103.wav,psquare,2.5
p241_134.wav,office,2.5
p335_310.wav,living,2.5
p363_161.wav,living,17.5
p295_199.wav,psquare,17.5
p263_248.wav,cafe,12.5
p248_241.wav,living,17.5
p255_262.wav,cafe,12.5
p249_052.wav,cafe,17.5
p323_396.wav,cafe,17.5
p376_024.wav,office,2.5
p302_129.wav,psquare,2.5
p351_209.wav,living,17.5
p251_120.wav,cafe,7.5
p339_134.wav,living,2.5
p307_078.wav,bus,12.5
p333_382.wav,living,12.5
p245_276.wav,office,17.5
p266_319.wav,psquare,12.5
p292_318.wav,cafe,7.5
p333_396.wav,cafe,17.5
p245_262.wav,bus,12.5
p312_129.wav,living,7.5
p339_120.wav,office,17.5
p251_134.wav,office,7.5
p271_198.wav,office,7.5
p285_199.wav,psquare,2.5
p255_276.wav,office,17.5
p248_255.wav,psquare,17.5
p249_046.wav,office,7.5
p323_382.wav,psquare,7.5
p376_030.wav,bus,17.5
p341_209.wav,cafe,17.5
p241_120.wav,living,17.5
p334_117.wav,cafe,2.5
p335_304.wav,psquare,2.5
p363_175.wav,living,12.5
p376_018.wav,psquare,2.5
p303_306.wav,office,17.5
p302_115.wav,office,7.5
p283_123.wav,office,7.5
p241_108.wav,living,17.5
p341_221.wav,cafe,7.5
p234_216.wav,office,2.5
p316_243.wav,living,2.5
p263_274.wav,psquare,17.5
p314_193.wav,office,17.5
p345_163.wav,living,7.5
p232_284.wav,living,17.5
p293_137.wav,office,17.5
p312_101.wav,psquare,2.5
p292_324.wav,office,17.5
p313_312.wav,cafe,7.5
p339_108.wav,psquare,2.5
p351_235.wav,office,17.5
p306_257.wav,cafe,7.5
p298_192.wav,psquare,12.5
p304_187.wav,living,2.5
p272_073.wav,office,17.5
p307_044.wav,bus,12.5
p305_394.wav,cafe,7.5
p299_381.wav,psquare,17.5
p251_108.wav,psquare,2.5
p351_221.wav,bus,12.5
p306_243.wav,bus,2.5
p304_193.wav,bus,12.5
p298_186.wav,office,7.5
p307_050.wav,psquare,7.5
p272_067.wav,office,2.5
p299_395.wav,office,12.5
p305_380.wav,office,12.5
p345_177.wav,office,12.5
p232_290.wav,psquare,12.5
p312_115.wav,bus,7.5
p293_123.wav,office,7.5
p313_306.wav,psquare,7.5
p266_331.wav,bus,7.5
p292_330.wav,living,2.5
p234_202.wav,cafe,2.5
p335_338.wav,psquare,2.5
p263_260.wav,living,7.5
p361_299.wav,psquare,2.5
p316_257.wav,office,7.5
p363_149.wav,cafe,12.5
p314_187.wav,psquare,2.5
p248_269.wav,cafe,2.5
p303_312.wav,bus,7.5
p283_137.wav,office,2.5
p302_101.wav,office,12.5
p374_337.wav,office,17.5
p301_029.wav,cafe,7.5
p248_282.wav,bus,2.5
p257_171.wav,bus,2.5
p323_355.wav,bus,12.5
p260_348.wav,office,12.5
p360_061.wav,bus,2.5
p361_272.wav,living,7.5
p336_210.wav,psquare,2.5
p265_219.wav,bus,7.5
p333_341.wav,psquare,2.5
p247_165.wav,living,2.5
p304_178.wav,psquare,17.5
p326_204.wav,psquare,17.5
p298_179.wav,cafe,7.5
p284_349.wav,cafe,17.5
p272_098.wav,office,17.5
p326_210.wav,bus,2.5
p333_355.wav,cafe,7.5
p347_258.wav,bus,17.5
p247_171.wav,living,17.5
p345_188.wav,living,7.5
p308_348.wav,living,2.5
p360_075.wav,cafe,12.5
p314_178.wav,psquare,2.5
p361_266.wav,psquare,12.5
p336_204.wav,cafe,12.5
p374_323.wav,bus,2.5
p275_219.wav,psquare,12.5
p281_218.wav,office,12.5
p248_296.wav,cafe,2.5
p305_419.wav,living,2.5
p257_165.wav,living,17.5
p323_341.wav,office,7.5
p308_360.wav,psquare,12.5
p316_280.wav,bus,2.5
p295_166.wav,living,7.5
p314_150.wav,office,7.5
p343_132.wav,office,7.5
p237_316.wav,cafe,2.5
p301_015.wav,office,17.5
p275_231.wav,cafe,2.5
p281_230.wav,psquare,7.5
p284_407.wav,psquare,7.5
p323_369.wav,living,17.5
p306_294.wav,office,7.5
p304_144.wav,bus,17.5
p271_173.wav,psquare,2.5
p285_172.wav,living,12.5
p298_151.wav,psquare,7.5
p307_087.wav,cafe,12.5
p299_342.wav,psquare,7.5
p305_357.wav,cafe,17.5
p284_361.wav,bus,7.5
p326_238.wav,office,17.5
p310_212.wav,psquare,7.5
p265_225.wav,cafe,17.5
p264_036.wav,living,7.5
p247_159.wav,office,12.5
p347_270.wav,cafe,12.5
p308_406.wav,psquare,7.5
p245_289.wav,psquare,7.5
p232_247.wav,cafe,7.5
p265_231.wav,office,7.5
p310_206.wav,living,17.5
p333_369.wav,office,17.5
p232_253.wav,cafe,12.5
p347_264.wav,office,7.5
p308_412.wav,bus,2.5
p298_145.wav,bus,7.5
p271_167.wav,psquare,17.5
p285_166.wav,office,7.5
p304_150.wav,living,2.5
p307_093.wav,living,17.5
p284_375.wav,cafe,2.5
p305_343.wav,bus,7.5
p299_356.wav,psquare,12.5
p301_001.wav,bus,2.5
p275_225.wav,living,2.5
p281_224.wav,bus,12.5
p257_159.wav,bus,17.5
p255_289.wav,living,2.5
p360_049.wav,bus,17.5
p308_374.wav,cafe,12.5
p316_294.wav,office,2.5
p314_144.wav,living,2.5
p295_172.wav,psquare,12.5
p343_126.wav,office,17.5
p336_238.wav,office,2.5
p237_302.wav,living,17.5
p293_309.wav,living,12.5
p245_074.wav,office,2.5
p333_180.wav,cafe,7.5
p363_405.wav,bus,7.5
p306_069.wav,psquare,7.5
p339_336.wav,bus,2.5
p251_322.wav,living,12.5
p376_226.wav,bus,2.5
p303_138.wav,bus,12.5
p323_194.wav,psquare,17.5
p255_060.wav,bus,7.5
p248_043.wav,cafe,12.5
p363_363.wav,psquare,12.5
p260_189.wav,bus,12.5
p335_112.wav,psquare,12.5
p334_301.wav,cafe,7.5
p241_336.wav,cafe,17.5
p234_028.wav,living,12.5
p316_069.wav,cafe,7.5
p363_377.wav,cafe,17.5
p308_189.wav,bus,12.5
p335_106.wav,bus,7.5
p241_322.wav,cafe,7.5
p334_315.wav,bus,12.5
p283_309.wav,living,17.5
p376_232.wav,cafe,2.5
p323_180.wav,psquare,17.5
p249_244.wav,bus,2.5
p248_057.wav,office,7.5
p255_074.wav,psquare,17.5
p272_259.wav,office,12.5
p284_188.wav,psquare,17.5
p251_336.wav,psquare,7.5
p339_322.wav,office,17.5
p313_138.wav,bus,2.5
p345_349.wav,office,2.5
p347_099.wav,bus,2.5
p245_060.wav,office,17.5
p333_194.wav,bus,7.5
p363_411.wav,psquare,12.5
p299_183.wav,bus,12.5
p305_196.wav,living,7.5
p272_271.wav,office,7.5
p307_246.wav,office,2.5
p304_385.wav,bus,17.5
p298_390.wav,psquare,12.5
p306_055.wav,office,2.5
p351_037.wav,cafe,2.5
p283_447.wav,living,2.5
p266_127.wav,office,2.5
p292_126.wav,bus,7.5
p313_110.wav,office,7.5
p293_335.wav,living,7.5
p312_303.wav,cafe,2.5
p232_086.wav,bus,17.5
p245_048.wav,bus,17.5
p247_398.wav,office,17.5
p345_361.wav,living,12.5
p314_391.wav,psquare,17.5
p316_041.wav,psquare,7.5
p263_076.wav,bus,2.5
p341_023.wav,living,2.5
p234_014.wav,bus,7.5
p283_321.wav,psquare,7.5
p303_104.wav,living,17.5
p283_335.wav,psquare,12.5
p302_303.wav,cafe,2.5
p303_110.wav,cafe,17.5
p249_278.wav,living,7.5
p255_048.wav,bus,7.5
p257_398.wav,psquare,12.5
p314_385.wav,office,17.5
p263_062.wav,psquare,7.5
p316_055.wav,bus,12.5
p360_288.wav,living,7.5
p341_037.wav,living,7.5
p334_329.wav,bus,12.5
p313_104.wav,cafe,2.5
p266_133.wav,bus,12.5
p292_132.wav,bus,17.5
p312_317.wav,psquare,12.5
p293_321.wav,office,2.5
p232_092.wav,office,7.5
p345_375.wav,cafe,7.5
p305_182.wav,living,7.5
p299_197.wav,psquare,17.5
p307_252.wav,bus,12.5
p272_265.wav,cafe,17.5
p298_384.wav,bus,7.5
p304_391.wav,office,2.5
p306_041.wav,office,2.5
p351_023.wav,office,7.5
p283_453.wav,cafe,17.5
p326_006.wav,living,2.5
p257_415.wav,bus,7.5
p305_169.wav,psquare,2.5
p247_367.wav,psquare,7.5
p232_079.wav,bus,12.5
p333_143.wav,office,17.5
p246_174.wav,bus,12.5
p314_408.wav,living,12.5
p264_208.wav,cafe,7.5
p364_121.wav,living,7.5
p237_128.wav,bus,17.5
p263_089.wav,office,2.5
p361_070.wav,cafe,12.5
p295_358.wav,office,12.5
p360_263.wav,psquare,7.5
p247_401.wav,bus,2.5
p323_157.wav,bus,2.5
p249_293.wav,bus,2.5
p257_373.wav,bus,7.5
p248_080.wav,psquare,2.5
p374_135.wav,psquare,2.5
p323_143.wav,office,7.5
p249_287.wav,bus,2.5
p304_408.wav,bus,7.5
p257_367.wav,cafe,2.5
p248_094.wav,living,17.5
p374_121.wav,office,17.5
p343_318.wav,cafe,2.5
p336_006.wav,psquare,2.5
p361_064.wav,psquare,17.5
p247_415.wav,office,7.5
p360_277.wav,living,12.5
p247_373.wav,living,12.5
p246_160.wav,bus,17.5
p333_157.wav,psquare,12.5
p364_135.wav,living,7.5
p310_038.wav,cafe,12.5
p326_012.wav,bus,12.5
p257_401.wav,living,12.5
p299_168.wav,cafe,12.5
p271_359.wav,bus,12.5
p285_358.wav,office,2.5
p347_072.wav,psquare,2.5
p232_045.wav,psquare,7.5
p295_402.wav,living,12.5
p246_148.wav,office,17.5
p264_234.wav,office,2.5
p310_010.wav,living,7.5
p265_027.wav,psquare,17.5
p305_155.wav,living,17.5
p284_163.wav,living,2.5
p299_140.wav,office,17.5
p257_429.wav,bus,7.5
p307_285.wav,living,17.5
p298_353.wav,bus,2.5
p304_346.wav,office,17.5
p271_371.wav,office,12.5
p285_370.wav,living,2.5
p306_096.wav,psquare,12.5
p304_420.wav,bus,2.5
p271_417.wav,bus,7.5
p275_033.wav,bus,12.5
p281_032.wav,bus,12.5
p374_109.wav,office,2.5
p301_217.wav,psquare,12.5
p237_114.wav,living,7.5
p295_364.wav,living,2.5
p314_352.wav,office,7.5
p316_082.wav,psquare,17.5
p308_162.wav,living,17.5
p260_176.wav,living,17.5
p237_100.wav,psquare,2.5
p343_324.wav,living,7.5
p314_346.wav,psquare,12.5
p363_388.wav,living,17.5
p295_370.wav,psquare,12.5
p316_096.wav,living,7.5
p361_058.wav,office,12.5
p260_162.wav,psquare,17.5
p308_176.wav,living,2.5
p247_429.wav,living,12.5
p271_403.wav,psquare,17.5
p285_402.wav,office,7.5
p275_027.wav,bus,7.5
p281_026.wav,living,12.5
p301_203.wav,cafe,7.5
p299_154.wav,office,12.5
p284_177.wav,cafe,12.5
p305_141.wav,cafe,17.5
p307_291.wav,living,17.5
p271_365.wav,psquare,17.5
p285_364.wav,living,12.5
p304_352.wav,psquare,2.5
p298_347.wav,cafe,12.5
p306_082.wav,cafe,12.5
p232_051.wav,office,17.5
p347_066.wav,office,7.5
p314_420.wav,cafe,2.5
p295_416.wav,psquare,7.5
p364_109.wav,office,12.5
p265_033.wav,psquare,12.5
p310_004.wav,living,2.5
p301_202.wav,cafe,7.5
p281_027.wav,psquare,2.5
p271_402.wav,office,7.5
p285_403.wav,office,2.5
p247_428.wav,cafe,12.5
p260_163.wav,psquare,12.5
p308_177.wav,living,17.5
p361_059.wav,office,7.5
p316_097.wav,psquare,17.5
p295_371.wav,psquare,17.5
p363_389.wav,living,17.5
p314_347.wav,cafe,7.5
p343_325.wav,office,12.5
p237_101.wav,office,17.5
p310_005.wav,cafe,2.5
p265_032.wav,living,17.5
p264_221.wav,office,17.5
p364_108.wav,office,7.5
p314_421.wav,cafe,2.5
p347_067.wav,bus,7.5
p232_050.wav,cafe,17.5
p306_083.wav,living,17.5
p304_353.wav,living,12.5
p271_364.wav,cafe,17.5
p285_365.wav,living,2.5
p298_346.wav,cafe,2.5
p307_290.wav,office,17.5
p299_155.wav,bus,17.5
p305_140.wav,living,12.5
p284_176.wav,cafe,2.5
p306_097.wav,bus,7.5
p298_352.wav,cafe,7.5
p271_370.wav,bus,17.5
p285_371.wav,cafe,2.5
p304_347.wav,psquare,2.5
p257_428.wav,bus,17.5
p307_284.wav,office,17.5
p284_162.wav,psquare,12.5
p305_154.wav,cafe,7.5
p299_141.wav,office,17.5
p265_026.wav,psquare,7.5
p310_011.wav,cafe,2.5
p264_235.wav,cafe,17.5
p246_149.wav,psquare,7.5
p295_403.wav,bus,17.5
p232_044.wav,office,2.5
p347_073.wav,bus,2.5
p308_163.wav,living,7.5
p260_177.wav,bus,7.5
p316_083.wav,bus,7.5
p314_353.wav,cafe,17.5
p295_365.wav,psquare,7.5
p343_331.wav,cafe,17.5
p301_216.wav,living,7.5
p374_108.wav,cafe,2.5
p275_032.wav,office,12.5
p281_033.wav,cafe,17.5
p271_416.wav,office,17.5
p304_421.wav,living,12.5
p247_414.wav,bus,12.5
p360_276.wav,bus,7.5
p361_065.wav,living,2.5
p336_007.wav,psquare,2.5
p343_319.wav,living,17.5
p374_120.wav,cafe,7.5
p248_095.wav,living,17.5
p257_366.wav,living,7.5
p304_409.wav,bus,7.5
p249_286.wav,office,2.5
p323_142.wav,office,2.5
p271_358.wav,living,12.5
p285_359.wav,office,2.5
p299_169.wav,living,7.5
p257_400.wav,bus,2.5
p326_013.wav,bus,2.5
p310_039.wav,psquare,12.5
p364_134.wav,psquare,7.5
p333_156.wav,living,17.5
p246_161.wav,bus,7.5
p247_372.wav,living,7.5
p364_120.wav,office,2.5
p264_209.wav,cafe,2.5
p314_409.wav,living,2.5
p246_175.wav,bus,7.5
p333_142.wav,psquare,2.5
p232_078.wav,living,17.5
p247_366.wav,bus,2.5
p305_168.wav,living,12.5
p257_414.wav,bus,12.5
p326_007.wav,psquare,2.5
p374_134.wav,bus,12.5
p248_081.wav,bus,12.5
p257_372.wav,living,7.5
p249_292.wav,office,17.5
p323_156.wav,psquare,12.5
p360_262.wav,office,7.5
p247_400.wav,living,2.5
p295_359.wav,bus,12.5
p361_071.wav,psquare,7.5
p263_088.wav,office,7.5
p336_013.wav,living,12.5
p237_129.wav,bus,17.5
p334_328.wav,cafe,2.5
p341_036.wav,psquare,2.5
p234_001.wav,psquare,17.5
p360_289.wav,living,7.5
p316_054.wav,office,12.5
p263_063.wav,psquare,7.5
p314_384.wav,office,12.5
p257_399.wav,bus,12.5
p255_049.wav,bus,2.5
p249_279.wav,cafe,2.5
p303_111.wav,bus,7.5
p302_302.wav,living,17.5
p283_334.wav,psquare,7.5
p283_452.wav,living,12.5
p351_022.wav,cafe,7.5
p306_040.wav,psquare,12.5
p298_385.wav,bus,12.5
p304_390.wav,cafe,12.5
p272_264.wav,office,17.5
p307_253.wav,living,7.5
p305_183.wav,office,12.5
p299_196.wav,psquare,17.5
p345_374.wav,bus,7.5
p232_093.wav,office,2.5
p293_320.wav,psquare,2.5
p312_316.wav,office,17.5
p266_132.wav,cafe,7.5
p292_133.wav,bus,2.5
p313_105.wav,office,7.5
p345_360.wav,cafe,12.5
p247_399.wav,cafe,2.5
p245_049.wav,psquare,17.5
p232_087.wav,bus,12.5
p312_302.wav,living,12.5
p293_334.wav,cafe,7.5
p313_111.wav,cafe,7.5
p266_126.wav,psquare,7.5
p292_127.wav,bus,7.5
p283_446.wav,cafe,7.5
p351_036.wav,cafe,7.5
p306_054.wav,psquare,17.5
p304_384.wav,psquare,12.5
p298_391.wav,psquare,12.5
p307_247.wav,cafe,7.5
p272_270.wav,psquare,17.5
p299_182.wav,bus,17.5
p305_197.wav,bus,7.5
p303_105.wav,cafe,2.5
p283_320.wav,psquare,17.5
p302_316.wav,office,7.5
p234_015.wav,living,2.5
p341_022.wav,cafe,2.5
p263_077.wav,living,2.5
p316_040.wav,bus,17.5
p314_390.wav,cafe,2.5
p248_056.wav,office,2.5
p255_075.wav,office,12.5
p249_245.wav,living,12.5
p323_181.wav,living,7.5
p376_233.wav,living,2.5
p283_308.wav,cafe,7.5
p334_314.wav,psquare,17.5
p241_323.wav,living,12.5
p335_107.wav,office,17.5
p308_188.wav,living,2.5
p363_376.wav,cafe,12.5
p316_068.wav,bus,17.5
p363_410.wav,living,2.5
p333_195.wav,psquare,2.5
p245_061.wav,cafe,12.5
p347_098.wav,living,7.5
p345_348.wav,cafe,12.5
p313_139.wav,office,2.5
p251_337.wav,office,7.5
p339_323.wav,office,17.5
p284_189.wav,bus,2.5
p272_258.wav,psquare,2.5
p339_337.wav,cafe,12.5
p251_323.wav,psquare,7.5
p306_068.wav,bus,17.5
p363_404.wav,living,2.5
